Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Sugar & Sweeteners","2002","kg","41.12"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Sugar & Sweeteners","2003","kg","40.35"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Sugar & Sweeteners","2004","kg","41.51"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Sugar & Sweeteners","2005","kg","37.62"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Sugar & Sweeteners","2006","kg","33.02"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Sugar & Sweeteners","2007","kg","36.14"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Sugar & Sweeteners","2008","kg","36.46"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Sugar & Sweeteners","2009","kg","38.77"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Sugar & Sweeteners","2010","kg","36.59"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Sugar & Sweeteners","2011","kg","40.1"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Sugar & Sweeteners","2012","kg","38.64"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Sugar & Sweeteners","2013","kg","41.28"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1961","1000 tonnes","104"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1962","1000 tonnes","120"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1963","1000 tonnes","103"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1964","1000 tonnes","131"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1965","1000 tonnes","138"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1966","1000 tonnes","148"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1967","1000 tonnes","238"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1968","1000 tonnes","276"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1969","1000 tonnes","302"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1970","1000 tonnes","247"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1971","1000 tonnes","207"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1972","1000 tonnes","239"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1973","1000 tonnes","258"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1974","1000 tonnes","297"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1975","1000 tonnes","226"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1976","1000 tonnes","234"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1977","1000 tonnes","233"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1978","1000 tonnes","233"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1979","1000 tonnes","249"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1980","1000 tonnes","260"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1981","1000 tonnes","210"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1982","1000 tonnes","210"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1983","1000 tonnes","190"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1984","1000 tonnes","295"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1985","1000 tonnes","370"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1986","1000 tonnes","560"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1987","1000 tonnes","605"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1988","1000 tonnes","961"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1989","1000 tonnes","726"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1990","1000 tonnes","806"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1991","1000 tonnes","703"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1992","1000 tonnes","706"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1993","1000 tonnes","943"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1994","1000 tonnes","824"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1995","1000 tonnes","605"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1996","1000 tonnes","558"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1997","1000 tonnes","748"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1998","1000 tonnes","702"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","1999","1000 tonnes","750"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","2000","1000 tonnes","794"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","2001","1000 tonnes","967"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","2002","1000 tonnes","924"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","2003","1000 tonnes","910"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","2004","1000 tonnes","876"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","2005","1000 tonnes","877"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","2006","1000 tonnes","758"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","2007","1000 tonnes","730"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","2008","1000 tonnes","741"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","2009","1000 tonnes","839"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","2010","1000 tonnes","727"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","2011","1000 tonnes","542"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","2012","1000 tonnes","394"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Pulses","2013","1000 tonnes","496"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Pulses","1961","1000 tonnes","2"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Pulses","1962","1000 tonnes","2"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Pulses","1963","1000 tonnes","2"
